"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12023205678.9611","17377443907.5669","22837582864.3491","28895200692.2784","22642943523.9854","26761969630.4918","29406363842.8673","27455650231.5337","27243596245.1077","27585501288.7998","27985198062.658","21428739882.9978","",
"Trinidad and Tobago","TTO","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91000000","98000000","97000000","92000000","106000000","190000000","172000000","208000000","143000000","141000000","234000000","146000000","155000000","102000000","136000000","97000000","188000000","223000000","116000000","168000000","253000000","212000000","",
"Tunisia","TUN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","294000000","282000000","266000000","271000000","276000000","310000000","322000000","303000000","355000000","427000000","452000000","498000000","530000000","555000000","478000000","611000000","678000000","673000000","768000000","770000000","767000000","823000000","",
"Turkey","TUR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","911000000","1265000000","1716000000","1754000000","1471000000","1713000000","1738000000","1880000000","2113000000","2524000000","3563000000","3517000000","4254000000","4509000000","5061000000","5817000000","5372000000","4585000000","5253000000","5475000000","5686000000","5025000000","",
"Tuvalu","TUV","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4600000","5430000","6890000","8400000","7500000","8700000","11450000","11500000","7550000","","","","",
"Tanzania","TZA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360000000","412000000","424000000","521000000","403000000","369000000","363000000","361000000","375000000","470000000","577000000","571000000","616000000","746000000","806000000","861000000","928000000","1003000000","1101000000","1206000000","1329000000","919000000","",
"Uganda","UGA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80000000","135000000","113000000","95000000","","","","","","158000000","185000000","196000000","220000000","315000000","351000000","464000000","540000000","642000000","696000000","375000000","528000000","396000000","",
"Ukraine","UKR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210000000","405000000","462000000","487000000","460000000","561000000","676000000","794000000","953000000","2660000000","3078000000","3202000000","4022000000","4585000000","3751000000","4134000000","4829000000","5536000000","6300000000","5470000000","4750000000","5323000000","",
"Upper middle income","UMC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48638605688.2031","51346421475.2057","58569147996.8961","55999012959.9059","55699408521.8229","64081743664.3641","66575596393.1172","71844974623.7154","76824654589.333","92417846111.3889","101626224915.969","112535088490.678","136728643894.275","158500828240.059","159341362095.711","192422499782.508","231430995337.65","277116933569.846","325673286481.833","426471624040.351","419597620664.668","419741809286.064","",
"Uruguay","URY","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","332000000","339000000","391000000","265000000","280000000","381000000","338000000","243000000","236000000","267000000","331000000","305000000","354000000","466000000","442000000","549000000","797000000","1043000000","1504000000","1596000000","1390000000","1546000000","",
"United States","USA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61042000000","65477000000","71948000000","78423000000","82513000000","91473000000","85610000000","81860000000","82091000000","94764000000","101421000000","106848000000","112788000000","119838000000","102953000000","110049000000","116448000000","129902000000","130148000000","140558000000","150217000000","160818000000","",
"Uzbekistan","UZB","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000000","8000000","7000000","8000000","9000000","10000000","12000000","10000000","13000000","14000000","15000000","16000000","20000000","18000000","14000000","15000000","13100000","13700000","14100000","21000000","23000000","24000000","",
"Venezuela, RB","VEN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1852000000","2336000000","1168000000","1319000000","1483000000","1647000000","1718000000","1546000000","1311000000","1604000000","1843000000","1807000000","2292000000","2745000000","3019000000","2944000000","3994000000","4592000000","5417000000","4118000000","3249000000","2920000000","",
"British Virgin Islands","VGB","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40000000","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900000000","1050000000","1220000000","1300000000","1100000000","1470000000","1710000000","1856000000","2050000000","2650000000","3595000000","4560000000","",
"Vanuatu","VUT","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","10000000","10000000","8000000","9000000","9000000","8000000","11000000","14000000","15000000","13000000","11000000","13000000","32000000","28000000","34000000","39000000","43000000","46000000","41000000","34000000","","",
"World","WLD","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462338021534.591","485234685533.043","484459760951.806","490115528850.494","511160200387.81","536475798455.114","526852772952.598","552124614327.254","607941866733.488","710518462466.067","772047867973.799","822210959096.776","949840212489.538","1028118575173.87","914411373085.578","996712937791.577","1110354477437.45","1174804767710.89","1253850851286.23","1406279735275.62","1338833400406.36","1361921247980.8","",
"Samoa","WSM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6800000","8900000","11700000","11300000","4300000","","","","","11900000","20300000","21200000","19800000","21600000","20000000","25200000","22200000","22300000","13900000","4100000","2900000","","",
"Kosovo","XKX","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76000000","78000000","124000000","160000000","164000000","127000000","136000000","135000000","134000000","183000000","224000000","225000000","247000000","246000000","277000000","252000000","258000000","148000000","161000000","158000000","79000000","","",
"South Africa","ZAF","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2414000000","2322000000","2558000000","2500000000","2717000000","2684000000","2366000000","2251000000","3655000000","4237000000","4812000000","5230000000","6104000000","6905000000","6421000000","8139000000","8397000000","7145000000","6491000000","6314000000","5735000000","5354000000","",
"Zambia","ZMB","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83000000","81000000","100000000","102000000","102000000","109000000","115000000","86000000","87000000","92000000","120000000","164000000","143000000","167000000","223000000","303000000","357000000","378000000","400000000","423000000","",
"Zimbabwe","ZWE","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106000000","118000000","120000000","131000000","","","","","","","","","","","167000000","203000000","317000000","387000000","441000000","451000000","557000000","406000000","",
